id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
260755;581933;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;2;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465290;Utilitário;I/TOYOTA HILUX SWSRXA4FD/TOYOTA HILUX SWSRXA4FD;2018;Condutor;Ileso;51;Masculino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581937;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;2;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465292;Automóvel;FIAT/UNO VIVACE 1.0/UNO VIVACE 1.0;2014;Condutor;Ileso;29;Feminino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581938;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;2;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465292;Automóvel;FIAT/UNO VIVACE 1.0/UNO VIVACE 1.0;2014;Passageiro;Ileso;29;Feminino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581935;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;2;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465291;Automóvel;I/FIAT SIENA EL FLEX/FIAT SIENA EL FLEX;2009;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581933;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465290;Utilitário;I/TOYOTA HILUX SWSRXA4FD/TOYOTA HILUX SWSRXA4FD;2018;Condutor;Ileso;51;Masculino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581937;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465292;Automóvel;FIAT/UNO VIVACE 1.0/UNO VIVACE 1.0;2014;Condutor;Ileso;29;Feminino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581938;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465292;Automóvel;FIAT/UNO VIVACE 1.0/UNO VIVACE 1.0;2014;Passageiro;Ileso;29;Feminino;1;0;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
260755;581935;04/01/2020;sábado;08:45:00;CE;116;13,9;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;465291;Automóvel;I/FIAT SIENA EL FLEX/FIAT SIENA EL FLEX;2009;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-386.088.501;-3.849.715.296;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;59;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;20;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;27;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;23;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;59;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Não guardar distância de segurança;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;24;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;52;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;59;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;60;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Sim;Condutor Dormindo;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;55;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;3;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;21;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;52;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;2;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;44;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582646;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Testemunha;Não Informado;18;Não Informado;0;0;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261114;582645;06/01/2020;segunda-feira;05:00:00;CE;116;10,5;FORTALEZA;Não;Pista Escorregadia;1;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Sim;465817;Motocicleta;HONDA/CG150 TITAN MIX KS/CG150 TITAN MIX KS;2009;Condutor;Lesões Leves;34;Masculino;0;1;0;0;-38.399.205;-3.850.077.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261331;582559;07/01/2020;terça-feira;10:30:00;CE;116;5,8;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Sim;466203;Caminhonete;FIAT/STRADA WORKING/STRADA WORKING;2002;Condutor;Ileso;32;Masculino;1;0;0;0;-379.467.116;-3.850.772.734;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261331;582561;07/01/2020;terça-feira;10:30:00;CE;116;5,8;FORTALEZA;Não;Falta de Atenção à Condução;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Sim;466791;Caminhonete;I/TOYOTA HILUX CD4X4 SRV/TOYOTA HILUX CD4X4 SRV;2012;Condutor;Ileso;41;Masculino;1;0;0;0;-379.467.116;-3.850.772.734;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261331;582559;07/01/2020;terça-feira;10:30:00;CE;116;5,8;FORTALEZA;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Sim;466203;Caminhonete;FIAT/STRADA WORKING/STRADA WORKING;2002;Condutor;Ileso;37;Masculino;1;0;0;0;-379.467.116;-3.850.772.734;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261331;582561;07/01/2020;terça-feira;10:30:00;CE;116;5,8;FORTALEZA;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Sim;466791;Caminhonete;I/TOYOTA HILUX CD4X4 SRV/TOYOTA HILUX CD4X4 SRV;2012;Condutor;Ileso;40;Masculino;1;0;0;0;-379.467.116;-3.850.772.734;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261354;582235;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;2;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466280;Ônibus;VW/INDUSCAR APACHE U/INDUSCAR APACHE U;2017;Passageiro;Lesões Leves;30;Feminino;0;1;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261354;582232;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;2;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466280;Ônibus;VW/INDUSCAR APACHE U/INDUSCAR APACHE U;2017;Condutor;Ileso;19;Masculino;1;0;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261354;582230;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;2;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466279;Caminhão;VOLVO/VM 270 6X2R/VM 270 6X2R;2019;Condutor;Ileso;31;Masculino;1;0;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261354;582235;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466280;Ônibus;VW/INDUSCAR APACHE U/INDUSCAR APACHE U;2017;Passageiro;Lesões Leves;40;Feminino;0;1;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261354;582232;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466280;Ônibus;VW/INDUSCAR APACHE U/INDUSCAR APACHE U;2017;Condutor;Ileso;44;Masculino;1;0;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261354;582230;07/01/2020;terça-feira;13:00:00;CE;222;0,5;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;466279;Caminhão;VOLVO/VM 270 6X2R/VM 270 6X2R;2019;Condutor;Ileso;22;Masculino;1;0;0;0;-37.367.737;-3.856.923;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586229;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;3;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466747;Motocicleta;HONDA/NXR160 BROS ESDD/NXR160 BROS ESDD;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586228;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;3;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466746;Automóvel;CHEV/ONIX PLUS JOY/ONIX PLUS JOY;2019;Condutor;Ileso;35;Masculino;1;0;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586229;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;2;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466747;Motocicleta;HONDA/NXR160 BROS ESDD/NXR160 BROS ESDD;2016;Condutor;Lesões Leves;18;Masculino;0;1;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586228;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;2;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466746;Automóvel;CHEV/ONIX PLUS JOY/ONIX PLUS JOY;2019;Condutor;Ileso;57;Masculino;1;0;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586229;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466747;Motocicleta;HONDA/NXR160 BROS ESDD/NXR160 BROS ESDD;2016;Condutor;Lesões Leves;50;Masculino;0;1;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261512;586228;08/01/2020;quarta-feira;12:40:00;CE;222;2;FORTALEZA;Sim;Não guardar distância de segurança;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;466746;Automóvel;CHEV/ONIX PLUS JOY/ONIX PLUS JOY;2019;Condutor;Ileso;34;Masculino;1;0;0;0;-373.911.117;-3.858.687.498;SPRF-CE;DEL01-CE;UOP01-DEL01-CE
261743;582834;09/01/2020;quinta-feira;18:10:00;CE;116;6;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;466984;Automóvel;VW/GOL 1.0/GOL 1.0;2010;Condutor;Ileso;21;Masculino;1;0;0;0;-3.802.624;-3.850.400.499;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261743;582833;09/01/2020;quinta-feira;18:10:00;CE;116;6;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;466983;Automóvel;VW/NOVO VOYAGE 1.6 COMF./NOVO VOYAGE 1.6 COMF.;2012;Condutor;Lesões Leves;39;Feminino;0;1;0;0;-3.802.624;-3.850.400.499;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261949;583348;10/01/2020;sexta-feira;17:40:00;CE;20;426,7;FORTALEZA;Sim;Ingestão de Álcool;2;Tombamento;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Sim;467301;Bicicleta;;NA;Condutor;Lesões Leves;27;Masculino;0;1;0;0;-3.863.447;-38.524.108;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261949;583341;10/01/2020;sexta-feira;17:40:00;CE;20;426,7;FORTALEZA;Sim;Ingestão de Álcool;2;Tombamento;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Sim;467300;Motocicleta;HONDA/NXR160 BROS ESDD/NXR160 BROS ESDD;2015;Condutor;Lesões Leves;38;Masculino;0;1;0;0;-3.863.447;-38.524.108;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261949;583348;10/01/2020;sexta-feira;17:40:00;CE;20;426,7;FORTALEZA;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Sim;467301;Bicicleta;;NA;Condutor;Lesões Leves;24;Masculino;0;1;0;0;-3.863.447;-38.524.108;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261949;583341;10/01/2020;sexta-feira;17:40:00;CE;20;426,7;FORTALEZA;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Sim;467300;Motocicleta;HONDA/NXR160 BROS ESDD/NXR160 BROS ESDD;2015;Condutor;Lesões Leves;52;Masculino;0;1;0;0;-3.863.447;-38.524.108;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261980;585328;10/01/2020;sexta-feira;19:50:00;CE;20;427;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;467459;Automóvel;FIAT/ARGO DRIVE 1.0/ARGO DRIVE 1.0;2019;Condutor;Ileso;55;Masculino;1;0;0;0;-386.465.463;-3.851.875.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
261980;585327;10/01/2020;sexta-feira;19:50:00;CE;20;427;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;467458;Motocicleta;YAMAHA/XTZ 125K/XTZ 125K;2004;Condutor;Lesões Leves;48;Masculino;0;1;0;0;-386.465.463;-3.851.875.305;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
